Year,Country,Average_Temperature,Average_Rainfall,Item,Yield,Pesticides
2009,Spain,12.96,636.0,"Rice, paddy",76593,35199.0
2009,Spain,12.96,636.0,Sorghum,43472,35199.0
2009,Spain,12.96,636.0,Soybeans,22189,35199.0
2009,Spain,12.96,636.0,Sweet potatoes,172128,35199.0
2009,Spain,12.96,636.0,Wheat,27103,35199.0
2009,Spain,17.61,636.0,Maize,100749,35199.0
2009,Spain,17.61,636.0,Potatoes,318545,35199.0
2009,Spain,17.61,636.0,"Rice, paddy",76593,35199.0
2009,Spain,17.61,636.0,Sorghum,43472,35199.0
2009,Spain,17.61,636.0,Soybeans,22189,35199.0
2009,Spain,17.61,636.0,Sweet potatoes,172128,35199.0
2009,Spain,17.61,636.0,Wheat,27103,35199.0
2010,Spain,16.51,636.0,Maize,105553,39043.0
2010,Spain,16.51,636.0,Potatoes,293910,39043.0
2010,Spain,16.51,636.0,"Rice, paddy",75936,39043.0
2010,Spain,16.51,636.0,Sorghum,51206,39043.0
2010,Spain,16.51,636.0,Soybeans,23655,39043.0
2010,Spain,16.51,636.0,Sweet potatoes,187394,39043.0
2010,Spain,16.51,636.0,Wheat,30498,39043.0
2010,Spain,12.01,636.0,Maize,105553,39043.0
2010,Spain,12.01,636.0,Potatoes,293910,39043.0
2010,Spain,12.01,636.0,"Rice, paddy",75936,39043.0
2010,Spain,12.01,636.0,Sorghum,51206,39043.0
2010,Spain,12.01,636.0,Soybeans,23655,39043.0
2010,Spain,12.01,636.0,Sweet potatoes,187394,39043.0
2010,Spain,12.01,636.0,Wheat,30498,39043.0
2010,Spain,16.83,636.0,Maize,105553,39043.0
2010,Spain,16.83,636.0,Potatoes,293910,39043.0
2010,Spain,16.83,636.0,"Rice, paddy",75936,39043.0
2010,Spain,16.83,636.0,Sorghum,51206,39043.0
2010,Spain,16.83,636.0,Soybeans,23655,39043.0
2010,Spain,16.83,636.0,Sweet potatoes,187394,39043.0
2010,Spain,16.83,636.0,Wheat,30498,39043.0
2011,Spain,17.9,636.0,Maize,113738,53549.0
2011,Spain,17.9,636.0,Potatoes,307406,53549.0
2011,Spain,17.9,636.0,"Rice, paddy",75800,53549.0
2011,Spain,17.9,636.0,Sorghum,43201,53549.0
2011,Spain,17.9,636.0,Soybeans,24893,53549.0
2011,Spain,17.9,636.0,Sweet potatoes,179410,53549.0
2011,Spain,17.9,636.0,Wheat,34475,53549.0
2011,Spain,13.28,636.0,Maize,113738,53549.0
2011,Spain,13.28,636.0,Potatoes,307406,53549.0
2011,Spain,13.28,636.0,"Rice, paddy",75800,53549.0
2011,Spain,13.28,636.0,Sorghum,43201,53549.0
2011,Spain,13.28,636.0,Soybeans,24893,53549.0
2011,Spain,13.28,636.0,Sweet potatoes,179410,53549.0
2011,Spain,13.28,636.0,Wheat,34475,53549.0
2011,Spain,17.98,636.0,Maize,113738,53549.0
2011,Spain,17.98,636.0,Potatoes,307406,53549.0
2011,Spain,17.98,636.0,"Rice, paddy",75800,53549.0
2011,Spain,17.98,636.0,Sorghum,43201,53549.0
2011,Spain,17.98,636.0,Soybeans,24893,53549.0
2011,Spain,17.98,636.0,Sweet potatoes,179410,53549.0
2011,Spain,17.98,636.0,Wheat,34475,53549.0
2012,Spain,17.51,636.0,Maize,109164,48668.0
2012,Spain,17.51,636.0,Potatoes,304387,48668.0
2012,Spain,17.51,636.0,"Rice, paddy",79739,48668.0
2012,Spain,17.51,636.0,Sorghum,35584,48668.0
2012,Spain,17.51,636.0,Soybeans,27713,48668.0
2012,Spain,17.51,636.0,Sweet potatoes,164267,48668.0
2012,Spain,17.51,636.0,Wheat,23718,48668.0
2012,Spain,12.33,636.0,Maize,109164,48668.0
2012,Spain,12.33,636.0,Potatoes,304387,48668.0
2012,Spain,12.33,636.0,"Rice, paddy",79739,48668.0
2012,Spain,12.33,636.0,Sorghum,35584,48668.0
2012,Spain,12.33,636.0,Soybeans,27713,48668.0
2012,Spain,12.33,636.0,Sweet potatoes,164267,48668.0
2012,Spain,12.33,636.0,Wheat,23718,48668.0
2012,Spain,17.65,636.0,Maize,109164,48668.0
2012,Spain,17.65,636.0,Potatoes,304387,48668.0
2012,Spain,17.65,636.0,"Rice, paddy",79739,48668.0
2012,Spain,17.65,636.0,Sorghum,35584,48668.0
2012,Spain,17.65,636.0,Soybeans,27713,48668.0
2012,Spain,17.65,636.0,Sweet potatoes,164267,48668.0
2012,Spain,17.65,636.0,Wheat,23718,48668.0
2013,Spain,17.0,636.0,Maize,110445,54197.0
2013,Spain,17.0,636.0,Potatoes,309367,54197.0
2013,Spain,17.0,636.0,"Rice, paddy",77902,54197.0
2013,Spain,17.0,636.0,Sorghum,50111,54197.0
2013,Spain,17.0,636.0,Soybeans,28000,54197.0
2013,Spain,17.0,636.0,Sweet potatoes,161919,54197.0
2013,Spain,17.0,636.0,Wheat,36447,54197.0
2013,Spain,12.68,636.0,Maize,110445,54197.0
2013,Spain,12.68,636.0,Potatoes,309367,54197.0
2013,Spain,12.68,636.0,"Rice, paddy",77902,54197.0
2013,Spain,12.68,636.0,Sorghum,50111,54197.0
2013,Spain,12.68,636.0,Soybeans,28000,54197.0
2013,Spain,12.68,636.0,Sweet potatoes,161919,54197.0
2013,Spain,12.68,636.0,Wheat,36447,54197.0
2013,Spain,17.46,636.0,Maize,110445,54197.0
2013,Spain,17.46,636.0,Potatoes,309367,54197.0
2013,Spain,17.46,636.0,"Rice, paddy",77902,54197.0
2013,Spain,17.46,636.0,Sorghum,50111,54197.0
2013,Spain,17.46,636.0,Soybeans,28000,54197.0
2013,Spain,17.46,636.0,Sweet potatoes,161919,54197.0
2013,Spain,17.46,636.0,Wheat,36447,54197.0
1990,Colombia,27.22,3240.0,Cassava,93532,18058.29
1990,Colombia,27.22,3240.0,Maize,14498,18058.29
1990,Colombia,27.22,3240.0,Plantains and others,71514,18058.29
1990,Colombia,27.22,3240.0,Potatoes,152736,18058.29
1990,Colombia,27.22,3240.0,"Rice, paddy",40618,18058.29
1990,Colombia,27.22,3240.0,Sorghum,28476,18058.29
1990,Colombia,27.22,3240.0,Soybeans,19986,18058.29
1990,Colombia,27.22,3240.0,Wheat,18483,18058.29
1990,Colombia,27.22,3240.0,Yams,62287,18058.29
1990,Colombia,22.4,3240.0,Cassava,93532,18058.29
1990,Colombia,22.4,3240.0,Maize,14498,18058.29
1990,Colombia,22.4,3240.0,Plantains and others,71514,18058.29
1990,Colombia,22.4,3240.0,Potatoes,152736,18058.29
1990,Colombia,22.4,3240.0,"Rice, paddy",40618,18058.29
1990,Colombia,22.4,3240.0,Sorghum,28476,18058.29
1990,Colombia,22.4,3240.0,Soybeans,19986,18058.29
1990,Colombia,22.4,3240.0,Wheat,18483,18058.29
1990,Colombia,22.4,3240.0,Yams,62287,18058.29
1991,Colombia,27.3,3240.0,Cassava,94555,16817.0
1991,Colombia,27.3,3240.0,Maize,15498,16817.0
1991,Colombia,27.3,3240.0,Plantains and others,72329,16817.0
1991,Colombia,27.3,3240.0,Potatoes,156654,16817.0
1991,Colombia,27.3,3240.0,"Rice, paddy",39959,16817.0
1991,Colombia,27.3,3240.0,Sorghum,28784,16817.0
1991,Colombia,27.3,3240.0,Soybeans,19244,16817.0
1991,Colombia,27.3,3240.0,Wheat,19852,16817.0
1991,Colombia,27.3,3240.0,Yams,80884,16817.0
1991,Colombia,22.53,3240.0,Cassava,94555,16817.0
1991,Colombia,22.53,3240.0,Maize,15498,16817.0
1991,Colombia,22.53,3240.0,Plantains and others,72329,16817.0
1991,Colombia,22.53,3240.0,Potatoes,156654,16817.0
1991,Colombia,22.53,3240.0,"Rice, paddy",39959,16817.0
1991,Colombia,22.53,3240.0,Sorghum,28784,16817.0
1991,Colombia,22.53,3240.0,Soybeans,19244,16817.0
1991,Colombia,22.53,3240.0,Wheat,19852,16817.0
1991,Colombia,22.53,3240.0,Yams,80884,16817.0
1992,Colombia,27.38,3240.0,Cassava,91084,15305.94
1992,Colombia,27.38,3240.0,Maize,15175,15305.94
1992,Colombia,27.38,3240.0,Plantains and others,71621,15305.94
1992,Colombia,27.38,3240.0,Potatoes,155655,15305.94
1992,Colombia,27.38,3240.0,"Rice, paddy",40960,15305.94
1992,Colombia,27.38,3240.0,Sorghum,30684,15305.94
1992,Colombia,27.38,3240.0,Soybeans,19451,15305.94
1992,Colombia,27.38,3240.0,Wheat,17490,15305.94
1992,Colombia,27.38,3240.0,Yams,114594,15305.94
1992,Colombia,22.67,3240.0,Cassava,91084,15305.94
1992,Colombia,22.67,3240.0,Maize,15175,15305.94
1992,Colombia,22.67,3240.0,Plantains and others,71621,15305.94
1992,Colombia,22.67,3240.0,Potatoes,155655,15305.94
1992,Colombia,22.67,3240.0,"Rice, paddy",40960,15305.94
1992,Colombia,22.67,3240.0,Sorghum,30684,15305.94
1992,Colombia,22.67,3240.0,Soybeans,19451,15305.94
1992,Colombia,22.67,3240.0,Wheat,17490,15305.94
1992,Colombia,22.67,3240.0,Yams,114594,15305.94
1993,Colombia,27.42,3240.0,Cassava,101888,14961.81
1993,Colombia,27.42,3240.0,Maize,15465,14961.81
1993,Colombia,27.42,3240.0,Plantains and others,67685,14961.81
1993,Colombia,27.42,3240.0,Potatoes,154545,14961.81
1993,Colombia,27.42,3240.0,"Rice, paddy",41202,14961.81
1993,Colombia,27.42,3240.0,Sorghum,31389,14961.81
1993,Colombia,27.42,3240.0,Soybeans,21363,14961.81
1993,Colombia,27.42,3240.0,Wheat,18773,14961.81
1993,Colombia,27.42,3240.0,Yams,127935,14961.81
1993,Colombia,22.29,3240.0,Cassava,101888,14961.81
1993,Colombia,22.29,3240.0,Maize,15465,14961.81
1993,Colombia,22.29,3240.0,Plantains and others,67685,14961.81
1993,Colombia,22.29,3240.0,Potatoes,154545,14961.81
1993,Colombia,22.29,3240.0,"Rice, paddy",41202,14961.81
1993,Colombia,22.29,3240.0,Sorghum,31389,14961.81
1993,Colombia,22.29,3240.0,Soybeans,21363,14961.81
1993,Colombia,22.29,3240.0,Wheat,18773,14961.81
1993,Colombia,22.29,3240.0,Yams,127935,14961.81
1994,Colombia,27.17,3240.0,Cassava,94651,17051.34
1994,Colombia,27.17,3240.0,Maize,15671,17051.34
1994,Colombia,27.17,3240.0,Plantains and others,64794,17051.34
1994,Colombia,27.17,3240.0,Potatoes,159364,17051.34
1994,Colombia,27.17,3240.0,"Rice, paddy",40590,17051.34
1994,Colombia,27.17,3240.0,Sorghum,29611,17051.34
1994,Colombia,27.17,3240.0,Soybeans,19323,17051.34
1994,Colombia,27.17,3240.0,Wheat,20547,17051.34
1994,Colombia,27.17,3240.0,Yams,105860,17051.34
1994,Colombia,22.33,3240.0,Cassava,94651,17051.34
1994,Colombia,22.33,3240.0,Maize,15671,17051.34
1994,Colombia,22.33,3240.0,Plantains and others,64794,17051.34
1994,Colombia,22.33,3240.0,Potatoes,159364,17051.34
1994,Colombia,22.33,3240.0,"Rice, paddy",40590,17051.34
1994,Colombia,22.33,3240.0,Sorghum,29611,17051.34
1994,Colombia,22.33,3240.0,Soybeans,19323,17051.34
1994,Colombia,22.33,3240.0,Wheat,20547,17051.34
1994,Colombia,22.33,3240.0,Yams,105860,17051.34
1995,Colombia,27.3,3240.0,Cassava,98583,20156.23
1995,Colombia,27.3,3240.0,Maize,15537,20156.23
1995,Colombia,27.3,3240.0,Plantains and others,73766,20156.23
1995,Colombia,27.3,3240.0,Potatoes,161991,20156.23
1995,Colombia,27.3,3240.0,"Rice, paddy",42840,20156.23
1995,Colombia,27.3,3240.0,Sorghum,30640,20156.23
1995,Colombia,27.3,3240.0,Soybeans,21075,20156.23
1995,Colombia,27.3,3240.0,Wheat,21193,20156.23
1995,Colombia,27.3,3240.0,Yams,116198,20156.23
1995,Colombia,22.27,3240.0,Cassava,98583,20156.23
1995,Colombia,22.27,3240.0,Maize,15537,20156.23
1995,Colombia,22.27,3240.0,Plantains and others,73766,20156.23
1995,Colombia,22.27,3240.0,Potatoes,161991,20156.23
1995,Colombia,22.27,3240.0,"Rice, paddy",42840,20156.23
1995,Colombia,22.27,3240.0,Sorghum,30640,20156.23
1995,Colombia,22.27,3240.0,Soybeans,21075,20156.23
1995,Colombia,22.27,3240.0,Wheat,21193,20156.23
1995,Colombia,22.27,3240.0,Yams,116198,20156.23
1996,Colombia,27.12,3240.0,Cassava,101765,18131.0
1996,Colombia,27.12,3240.0,Maize,16293,18131.0
1996,Colombia,27.12,3240.0,Plantains and others,69346,18131.0
1996,Colombia,27.12,3240.0,Potatoes,161255,18131.0
1996,Colombia,27.12,3240.0,"Rice, paddy",40794,18131.0
1996,Colombia,27.12,3240.0,Sorghum,32993,18131.0
1996,Colombia,27.12,3240.0,Soybeans,21395,18131.0
1996,Colombia,27.12,3240.0,Wheat,21824,18131.0
1996,Colombia,27.12,3240.0,Yams,109892,18131.0
1996,Colombia,22.07,3240.0,Cassava,101765,18131.0
1996,Colombia,22.07,3240.0,Maize,16293,18131.0
1996,Colombia,22.07,3240.0,Plantains and others,69346,18131.0
1996,Colombia,22.07,3240.0,Potatoes,161255,18131.0
1996,Colombia,22.07,3240.0,"Rice, paddy",40794,18131.0
1996,Colombia,22.07,3240.0,Sorghum,32993,18131.0
1996,Colombia,22.07,3240.0,Soybeans,21395,18131.0
1996,Colombia,22.07,3240.0,Wheat,21824,18131.0
1996,Colombia,22.07,3240.0,Yams,109892,18131.0
1997,Colombia,27.54,3240.0,Cassava,92083,16005.0
1997,Colombia,27.54,3240.0,Maize,17054,16005.0
1997,Colombia,27.54,3240.0,Plantains and others,70972,16005.0
1997,Colombia,27.54,3240.0,Potatoes,162924,16005.0
1997,Colombia,27.54,3240.0,"Rice, paddy",46445,16005.0
1997,Colombia,27.54,3240.0,Sorghum,32129,16005.0
1997,Colombia,27.54,3240.0,Soybeans,20780,16005.0
1997,Colombia,27.54,3240.0,Wheat,21243,16005.0
1997,Colombia,27.54,3240.0,Yams,103399,16005.0
1997,Colombia,22.9,3240.0,Cassava,92083,16005.0
1997,Colombia,22.9,3240.0,Maize,17054,16005.0
1997,Colombia,22.9,3240.0,Plantains and others,70972,16005.0
1997,Colombia,22.9,3240.0,Potatoes,162924,16005.0
1997,Colombia,22.9,3240.0,"Rice, paddy",46445,16005.0
1997,Colombia,22.9,3240.0,Sorghum,32129,16005.0
1997,Colombia,22.9,3240.0,Soybeans,20780,16005.0
1997,Colombia,22.9,3240.0,Wheat,21243,16005.0
1997,Colombia,22.9,3240.0,Yams,103399,16005.0
1998,Colombia,27.67,3240.0,Cassava,90321,60687.0
1998,Colombia,27.67,3240.0,Maize,16598,60687.0
1998,Colombia,27.67,3240.0,Plantains and others,67354,60687.0
1998,Colombia,27.67,3240.0,Potatoes,154602,60687.0
1998,Colombia,27.67,3240.0,"Rice, paddy",47116,60687.0
1998,Colombia,27.67,3240.0,Sorghum,30228,60687.0
1998,Colombia,27.67,3240.0,Soybeans,21197,60687.0
1998,Colombia,27.67,3240.0,Wheat,20497,60687.0
1998,Colombia,27.67,3240.0,Yams,107832,60687.0
1998,Colombia,23.07,3240.0,Cassava,90321,60687.0
1998,Colombia,23.07,3240.0,Maize,16598,60687.0
1998,Colombia,23.07,3240.0,Plantains and others,67354,60687.0
1998,Colombia,23.07,3240.0,Potatoes,154602,60687.0
1998,Colombia,23.07,3240.0,"Rice, paddy",47116,60687.0
1998,Colombia,23.07,3240.0,Sorghum,30228,60687.0
1998,Colombia,23.07,3240.0,Soybeans,21197,60687.0
1998,Colombia,23.07,3240.0,Wheat,20497,60687.0
1998,Colombia,23.07,3240.0,Yams,107832,60687.0
1999,Colombia,26.77,3240.0,Cassava,97882,66088.0
1999,Colombia,26.77,3240.0,Maize,17961,66088.0
1999,Colombia,26.77,3240.0,Plantains and others,69037,66088.0
1999,Colombia,26.77,3240.0,Potatoes,161620,66088.0
1999,Colombia,26.77,3240.0,"Rice, paddy",48009,66088.0
1999,Colombia,26.77,3240.0,Sorghum,32948,66088.0
1999,Colombia,26.77,3240.0,Soybeans,20361,66088.0
1999,Colombia,26.77,3240.0,Wheat,21537,66088.0
1999,Colombia,26.77,3240.0,Yams,102843,66088.0
1999,Colombia,21.83,3240.0,Cassava,97882,66088.0
1999,Colombia,21.83,3240.0,Maize,17961,66088.0
1999,Colombia,21.83,3240.0,Plantains and others,69037,66088.0
1999,Colombia,21.83,3240.0,Potatoes,161620,66088.0
1999,Colombia,21.83,3240.0,"Rice, paddy",48009,66088.0
1999,Colombia,21.83,3240.0,Sorghum,32948,66088.0
1999,Colombia,21.83,3240.0,Soybeans,20361,66088.0
1999,Colombia,21.83,3240.0,Wheat,21537,66088.0
1999,Colombia,21.83,3240.0,Yams,102843,66088.0
2000,Colombia,26.98,3240.0,Cassava,99939,75843.0
2000,Colombia,26.98,3240.0,Maize,21064,75843.0
2000,Colombia,26.98,3240.0,Plantains and others,72291,75843.0
2000,Colombia,26.98,3240.0,Potatoes,128180,75843.0
2000,Colombia,26.98,3240.0,"Rice, paddy",47324,75843.0
2000,Colombia,26.98,3240.0,Sorghum,29211,75843.0
2000,Colombia,26.98,3240.0,Soybeans,22493,75843.0
2000,Colombia,26.98,3240.0,Wheat,15992,75843.0
2000,Colombia,26.98,3240.0,Yams,110616,75843.0
2000,Colombia,22.01,3240.0,Cassava,99939,75843.0
2000,Colombia,22.01,3240.0,Maize,21064,75843.0
2000,Colombia,22.01,3240.0,Plantains and others,72291,75843.0
2000,Colombia,22.01,3240.0,Potatoes,128180,75843.0
2000,Colombia,22.01,3240.0,"Rice, paddy",47324,75843.0
2000,Colombia,22.01,3240.0,Sorghum,29211,75843.0
2000,Colombia,22.01,3240.0,Soybeans,22493,75843.0
2000,Colombia,22.01,3240.0,Wheat,15992,75843.0
2000,Colombia,22.01,3240.0,Yams,110616,75843.0
2001,Colombia,27.28,3240.0,Cassava,104108,85515.3
2001,Colombia,27.28,3240.0,Maize,20755,85515.3
2001,Colombia,27.28,3240.0,Plantains and others,77307,85515.3
2001,Colombia,27.28,3240.0,Potatoes,143742,85515.3
2001,Colombia,27.28,3240.0,"Rice, paddy",45472,85515.3
2001,Colombia,27.28,3240.0,Sorghum,28509,85515.3
2001,Colombia,27.28,3240.0,Soybeans,26594,85515.3
2001,Colombia,27.28,3240.0,Wheat,15106,85515.3
2001,Colombia,27.28,3240.0,Yams,117102,85515.3
2001,Colombia,22.5,3240.0,Cassava,104108,85515.3
2001,Colombia,22.5,3240.0,Maize,20755,85515.3
2001,Colombia,22.5,3240.0,Plantains and others,77307,85515.3
2001,Colombia,22.5,3240.0,Potatoes,143742,85515.3
2001,Colombia,22.5,3240.0,"Rice, paddy",45472,85515.3
2001,Colombia,22.5,3240.0,Sorghum,28509,85515.3
2001,Colombia,22.5,3240.0,Soybeans,26594,85515.3
2001,Colombia,22.5,3240.0,Wheat,15106,85515.3
2001,Colombia,22.5,3240.0,Yams,117102,85515.3
2002,Colombia,27.77,3240.0,Cassava,103100,84023.26
2002,Colombia,27.77,3240.0,Maize,22773,84023.26
2002,Colombia,27.77,3240.0,Plantains and others,78479,84023.26
2002,Colombia,27.77,3240.0,Potatoes,156377,84023.26
2002,Colombia,27.77,3240.0,"Rice, paddy",48001,84023.26
2002,Colombia,27.77,3240.0,Sorghum,35000,84023.26
2002,Colombia,27.77,3240.0,Soybeans,23600,84023.26
2002,Colombia,27.77,3240.0,Wheat,17353,84023.26
2002,Colombia,27.77,3240.0,Yams,113682,84023.26
2002,Colombia,22.73,3240.0,Cassava,103100,84023.26
2002,Colombia,22.73,3240.0,Maize,22773,84023.26
2002,Colombia,22.73,3240.0,Plantains and others,78479,84023.26
2002,Colombia,22.73,3240.0,Potatoes,156377,84023.26
2002,Colombia,22.73,3240.0,"Rice, paddy",48001,84023.26
2002,Colombia,22.73,3240.0,Sorghum,35000,84023.26
2002,Colombia,22.73,3240.0,Soybeans,23600,84023.26
2002,Colombia,22.73,3240.0,Wheat,17353,84023.26
2002,Colombia,22.73,3240.0,Yams,113682,84023.26
2004,Colombia,27.3,3240.0,Cassava,108559,105514.19
2004,Colombia,27.3,3240.0,Maize,26357,105514.19
2004,Colombia,27.3,3240.0,Plantains and others,78520,105514.19
2004,Colombia,27.3,3240.0,Potatoes,158199,105514.19
2004,Colombia,27.3,3240.0,"Rice, paddy",48038,105514.19
2004,Colombia,27.3,3240.0,Sorghum,36000,105514.19
2004,Colombia,27.3,3240.0,Soybeans,16169,105514.19
2004,Colombia,27.3,3240.0,Wheat,18879,105514.19
2004,Colombia,27.3,3240.0,Yams,117050,105514.19
2004,Colombia,22.63,3240.0,Cassava,108559,105514.19
2004,Colombia,22.63,3240.0,Maize,26357,105514.19
2004,Colombia,22.63,3240.0,Plantains and others,78520,105514.19
2004,Colombia,22.63,3240.0,Potatoes,158199,105514.19
2004,Colombia,22.63,3240.0,"Rice, paddy",48038,105514.19
2004,Colombia,22.63,3240.0,Sorghum,36000,105514.19
2004,Colombia,22.63,3240.0,Soybeans,16169,105514.19
2004,Colombia,22.63,3240.0,Wheat,18879,105514.19
2004,Colombia,22.63,3240.0,Yams,117050,105514.19
2005,Colombia,27.56,3240.0,Cassava,106912,117881.45
2005,Colombia,27.56,3240.0,Maize,27537,117881.45
2005,Colombia,27.56,3240.0,Plantains and others,78868,117881.45
2005,Colombia,27.56,3240.0,Potatoes,151954,117881.45
2005,Colombia,27.56,3240.0,"Rice, paddy",48388,117881.45
2005,Colombia,27.56,3240.0,Sorghum,37000,117881.45
2005,Colombia,27.56,3240.0,Soybeans,20000,117881.45
2005,Colombia,27.56,3240.0,Wheat,23371,117881.45
2005,Colombia,27.56,3240.0,Yams,117678,117881.45
2005,Colombia,22.69,3240.0,Cassava,106912,117881.45
2005,Colombia,22.69,3240.0,Maize,27537,117881.45
2005,Colombia,22.69,3240.0,Plantains and others,78868,117881.45
2005,Colombia,22.69,3240.0,Potatoes,151954,117881.45
2005,Colombia,22.69,3240.0,"Rice, paddy",48388,117881.45
2005,Colombia,22.69,3240.0,Sorghum,37000,117881.45
2005,Colombia,22.69,3240.0,Soybeans,20000,117881.45
2005,Colombia,22.69,3240.0,Wheat,23371,117881.45
2005,Colombia,22.69,3240.0,Yams,117678,117881.45
2006,Colombia,27.51,3240.0,Cassava,103639,98328.63
2006,Colombia,27.51,3240.0,Maize,25368,98328.63
2006,Colombia,27.51,3240.0,Plantains and others,81953,98328.63
2006,Colombia,27.51,3240.0,Potatoes,159033,98328.63
2006,Colombia,27.51,3240.0,"Rice, paddy",45717,98328.63
2006,Colombia,27.51,3240.0,Sorghum,37000,98328.63
2006,Colombia,27.51,3240.0,Soybeans,20000,98328.63
2006,Colombia,27.51,3240.0,Wheat,15490,98328.63
2006,Colombia,27.51,3240.0,Yams,105600,98328.63
2006,Colombia,22.6,3240.0,Cassava,103639,98328.63
2006,Colombia,22.6,3240.0,Maize,25368,98328.63
2006,Colombia,22.6,3240.0,Plantains and others,81953,98328.63
2006,Colombia,22.6,3240.0,Potatoes,159033,98328.63
2006,Colombia,22.6,3240.0,"Rice, paddy",45717,98328.63
2006,Colombia,22.6,3240.0,Sorghum,37000,98328.63
2006,Colombia,22.6,3240.0,Soybeans,20000,98328.63
2006,Colombia,22.6,3240.0,Wheat,15490,98328.63
2006,Colombia,22.6,3240.0,Yams,105600,98328.63
2007,Colombia,27.45,3240.0,Cassava,108337,82439.06
2007,Colombia,27.45,3240.0,Maize,27661,82439.06
2007,Colombia,27.45,3240.0,Plantains and others,81560,82439.06
2007,Colombia,27.45,3240.0,Potatoes,166986,82439.06
2007,Colombia,27.45,3240.0,"Rice, paddy",49020,82439.06
2007,Colombia,27.45,3240.0,Sorghum,37000,82439.06
2007,Colombia,27.45,3240.0,Soybeans,20000,82439.06
2007,Colombia,27.45,3240.0,Wheat,18709,82439.06
2007,Colombia,27.45,3240.0,Yams,104038,82439.06
2007,Colombia,22.48,3240.0,Cassava,108337,82439.06
2007,Colombia,22.48,3240.0,Maize,27661,82439.06
2007,Colombia,22.48,3240.0,Plantains and others,81560,82439.06
2007,Colombia,22.48,3240.0,Potatoes,166986,82439.06
2007,Colombia,22.48,3240.0,"Rice, paddy",49020,82439.06
2007,Colombia,22.48,3240.0,Sorghum,37000,82439.06
2007,Colombia,22.48,3240.0,Soybeans,20000,82439.06
2007,Colombia,22.48,3240.0,Wheat,18709,82439.06
2007,Colombia,22.48,3240.0,Yams,104038,82439.06
2008,Colombia,27.16,3240.0,Cassava,109215,48538.97
2008,Colombia,27.16,3240.0,Maize,27712,48538.97
2008,Colombia,27.16,3240.0,Plantains and others,81611,48538.97
2008,Colombia,27.16,3240.0,Potatoes,176013,48538.97
2008,Colombia,27.16,3240.0,"Rice, paddy",48887,48538.97
2008,Colombia,27.16,3240.0,Sorghum,37100,48538.97
2008,Colombia,27.16,3240.0,Soybeans,21574,48538.97
2008,Colombia,27.16,3240.0,Wheat,18151,48538.97
2008,Colombia,27.16,3240.0,Yams,104870,48538.97
2008,Colombia,22.07,3240.0,Cassava,109215,48538.97
2008,Colombia,22.07,3240.0,Maize,27712,48538.97
2008,Colombia,22.07,3240.0,Plantains and others,81611,48538.97
2008,Colombia,22.07,3240.0,Potatoes,176013,48538.97
2008,Colombia,22.07,3240.0,"Rice, paddy",48887,48538.97
2008,Colombia,22.07,3240.0,Sorghum,37100,48538.97
2008,Colombia,22.07,3240.0,Soybeans,21574,48538.97
2008,Colombia,22.07,3240.0,Wheat,18151,48538.97
2008,Colombia,22.07,3240.0,Yams,104870,48538.97
2009,Colombia,27.68,3240.0,Cassava,106899,51435.13
2009,Colombia,27.68,3240.0,Maize,26845,51435.13
2009,Colombia,27.68,3240.0,Plantains and others,78714,51435.13
2009,Colombia,27.68,3240.0,Potatoes,183793,51435.13
2009,Colombia,27.68,3240.0,"Rice, paddy",46956,51435.13
2009,Colombia,27.68,3240.0,Sorghum,37000,51435.13
2009,Colombia,27.68,3240.0,Soybeans,22000,51435.13
2009,Colombia,27.68,3240.0,Wheat,16946,51435.13
2009,Colombia,27.68,3240.0,Yams,106037,51435.13
2009,Colombia,22.87,3240.0,Cassava,106899,51435.13
2009,Colombia,22.87,3240.0,Maize,26845,51435.13
